"","paddy.slevel","paddy.temp","paddy.ph","paddy.season","paddy.humidity","paddy.variation","paddy.yield"
"40",743,26.5,7.4,0,91,1,821.551161581495
"41",549,15.7,8.2,0,70,5,712.60737250171
"42",814,32.9,5.9,0,69,5,700.340577207195
"43",1785,20.9,7.1,0,61,5,606.17927883286
"44",1413,32.1,7.6,0,62,1,848.992630288315
"45",1907,16.3,4.9,1,85,1,691.581289877649
"46",1482,25.9,6.1,1,87,5,637.77534411444
"47",1899,26.1,5.3,0,74,5,592.060837444539
"48",2413,37.5,7.7,0,61,5,668.018535835048
"49",479,23.2,7.4,0,63,1,835.860327223781
"50",2133,33.1,5.2,0,84,1,745.01786402349
"51",1567,25.2,6.1,0,85,5,717.765989953963
"52",1498,18.2,5.8,0,91,5,674.305829114746
"53",2180,30.7,6.2,0,77,5,728.974470240064
"54",1510,19.3,7.6,0,88,1,627.513527940027
"55",334,26.3,3.5,0,87,1,824.915441820243
"56",1946,27.3,6.1,1,86,5,586.348458239809
"57",1076,17.8,8.2,0,81,5,676.814564631786
"58",1737,30,8.6,1,85,5,647.820331365801
"59",179,39.4,7.1,0,79,1,626.881281057528
"60",2090,17.5,6.2,0,67,1,644.540010136552
"61",452,15.5,4.5,0,68,5,727.285609421475
"62",1168,36.7,7.2,0,73,5,753.739508016345
"63",299,19.5,3.3,1,94,5,569.366441554545
"64",1994,18.6,7.8,0,82,1,636.792400537524
"65",1586,19.3,4.3,1,88,1,698.247402037183
"66",991,23.6,4.1,0,88,5,721.258343267255
"67",2213,39.9,4,0,62,5,850.726761117888
"68",869,33,5.7,1,65,5,655.645100489104
"69",272,17.8,5.1,1,88,1,603.833968712327
"70",536,36.9,5.1,0,62,1,695.879269379657
"71",2468,24.9,6.3,0,83,5,715.885589721923
"72",989,22.8,7.9,0,86,5,745.82207914597
"73",1724,16.4,3.2,1,63,5,530.210800791004
"74",1769,20.2,4,0,62,1,869.409400725272
"75",222,31,4.3,0,94,1,822.404480872986
"76",926,25.7,3.1,0,85,5,751.502589772766
"77",861,38.4,7.6,0,65,5,756.148447802601
"78",1344,24.5,4.4,0,79,5,793.799781209479
"79",2200,33.8,6.1,0,60,1,729.782827528349
"80",1250,15.5,6.9,1,83,1,597.595661723365
"81",2268,37.7,3.3,0,69,5,907.430274908741
"82",2409,33.2,8.8,0,92,5,677.216382627375
"83",176,29,5.5,0,74,5,557.409738714341
"84",510,29.2,3.1,0,71,1,821.569886772583
"85",1718,30.5,3.8,0,73,1,897.010690334719
"86",1939,33.3,5.1,0,70,5,842.978859444459
"87",1285,26.1,3.5,0,64,5,635.789210054403
"88",1935,31.7,5.7,1,63,5,586.044417403173
"89",2057,38.7,4,0,81,1,987.10677822819
"90",1063,15.6,8.7,0,94,1,730.505957729959
"91",995,30.7,4,0,81,5,761.155318492092
"92",627,26.8,7.3,0,70,5,633.924220502377
"93",411,32.9,6.6,1,86,5,582.68557395786
"94",1594,29.5,4.6,0,82,1,876.766807764458
"95",2313,30.3,5.2,0,73,1,993.826577688257
"96",1395,16,8,0,93,5,713.843986139788
"97",1572,32.6,7,0,64,5,835.010706361694
"98",2440,23.5,3.3,0,82,5,685.366838107196
"99",600,31.3,3.1,0,81,1,692.638354453569
"100",380,39.1,6.4,0,79,1,846.481815857502
"101",498,23.4,4.7,0,79,5,743.793991797914
"102",606,17.6,7.5,0,70,5,710.463177238125
"103",285,36.2,8.1,0,94,5,626.2490578151
"104",1849,31.8,6.6,0,67,1,788.0296516271
"105",192,34.8,6.4,0,67,1,932.988740635725
"106",891,38.9,3.5,1,91,5,592.322605367129
"107",1113,37.1,5.7,0,89,5,769.082235273284
"108",984,38.5,4.1,0,68,5,761.470384321486
"109",371,27.2,8.3,0,84,1,923.698110847423
"110",1235,19.7,3.6,1,90,1,617.755318285587
"111",1153,26.8,5.3,0,63,5,824.567938013934
"112",904,31.8,3.5,0,86,5,764.151085990792
"113",1770,32.4,6.1,0,92,5,674.098778842017
"114",451,31.1,6.7,1,65,1,728.50184487567
"115",480,25.4,8,1,94,1,762.506169546396
"116",2390,22.8,8.7,0,61,5,918.937144444014
"117",2217,35.1,5.1,1,75,5,740.98665198156
"118",1619,28.2,8.7,0,70,5,846.928139659576
"119",1808,30.7,7.8,0,84,1,916.87615197928
"120",2334,26,7.6,0,91,1,827.712105540559
"121",1323,35.6,5.1,0,71,5,705.439378841159
"122",255,18.8,6.8,0,88,5,539.638341691655
"123",1182,34.1,4.3,0,70,5,799.608303497856
"124",2056,17.9,7.9,0,70,1,773.724552278873
"125",473,38.1,7.6,0,70,1,967.80678856109
"126",1606,35.9,5.2,1,83,5,555.054580016683
"127",132,30.3,7.8,0,78,5,659.378321558082
"128",1658,20.6,5.2,0,84,5,714.552045186671
"129",1041,39.5,3.3,0,66,1,871.586265783602
"130",1788,38.2,4.6,0,65,1,938.383824797347
"131",93,26.9,6.9,0,62,5,618.326453088472
"132",1708,16.1,4.4,0,67,5,603.243261781366
"133",1045,27,5.2,0,68,5,605.674181009332
"134",559,30.5,7.8,1,91,1,768.053135656131
"135",18,26.5,4.1,0,69,1,864.204434452889
"136",2261,37.2,8.1,0,88,5,747.166287107393
"137",1467,28.3,6.2,0,69,5,713.69533862453
"138",1166,35.7,6,0,62,5,677.985226091308
"139",1272,17.8,7.2,0,82,1,848.278349971709
"140",902,27.8,3.1,0,90,1,808.829747132647
"141",2223,15.6,3,0,85,5,658.619721889651
"142",1110,15.1,4.2,1,63,5,614.32686020853
"143",723,22.2,5.4,0,73,5,752.495119270558
"144",1978,39.8,5,0,80,1,825.568620084474
"145",330,32.6,3.8,1,83,1,751.104755750081
"146",1912,32.7,8.6,0,62,5,815.004991957297
"147",1471,21.2,4.1,0,92,5,725.882968516089
"148",1456,35.7,3,0,67,5,821.002754351745
"149",1806,20,7.9,1,60,1,805.00725605137
"150",2445,37.2,8.7,0,78,1,861.359331384301
"151",225,38.7,5.4,0,89,5,704.636383180817
"152",204,16.6,5.9,0,79,5,690.992344822735
"153",2119,36,5.6,0,70,5,859.435069320413
"154",1035,36.4,7.8,0,83,1,847.183860531853
"155",1208,35.3,7.7,1,75,1,621.432139608078
"156",1080,35.1,3.5,0,88,5,801.599549595267
"157",1998,21,3.4,0,75,5,810.457529290579
"158",2393,39.6,5.8,0,93,5,764.464858469243
"159",1061,25.9,6.7,1,85,1,709.130025771447
"160",1392,30.5,8.8,1,73,1,685.04298441112
"161",1794,32.7,7.2,0,93,5,696.83459798495
"162",2423,26.5,7.8,1,63,5,647.540942428168
"163",994,17.8,4.9,0,66,5,623.948787482611
"164",444,29.3,4.2,0,89,1,894.47529965934
"165",1941,21.4,6.5,0,78,1,841.651872638613
"166",323,37.1,8.2,0,93,5,696.961026716357
"167",1255,15.2,6.8,1,87,5,548.930156797481
"168",2024,32.2,4,0,60,5,846.332660092351
"169",1166,17,8.9,1,66,1,641.889317186239
"170",329,33.9,3.3,0,75,1,852.65050965827
"171",1072,30.8,6.9,0,92,5,809.532734573198
"172",1276,28.9,5.3,1,88,5,632.213465345558
"173",1867,37.9,4.1,0,76,5,680.621403929157
"174",265,15.7,5.6,0,79,1,604.127256723586
"175",22,20.8,6.8,1,89,1,740.61778310764
"176",1962,22.1,5,1,85,5,542.272971423032
"177",908,27.2,6.5,0,76,5,826.015542843379
"178",2216,34.5,6.3,0,81,5,608.624955429696
"179",30,33.2,6.8,0,61,1,810.511420496429
"180",700,35.1,5.1,1,81,1,701.846549434898
"181",89,27.6,5.6,0,60,5,708.841153273048
"182",934,22,7.9,0,87,5,780.937945431409
"183",1220,15.8,4.1,0,80,5,659.117460549654
"184",25,39.7,5.1,0,75,1,613.606590765994
"185",2400,25.6,5.7,0,69,1,863.589518493973
"186",450,35.4,8.3,1,94,5,530.879726668354
"187",281,33.1,6,0,60,5,501.531106920447
"188",798,31,9,0,74,5,630.901457524548
"189",805,28.8,4.7,0,80,1,853.302775649354
"190",2180,33.5,8.7,0,67,1,815.192265595154
"191",2242,17.7,8.9,0,82,5,653.585452334179
"192",299,15.2,6.9,1,80,5,459.219375567045
"193",946,34.2,3.7,0,74,5,793.594264890999
"194",2151,31.3,4.8,0,81,1,816.412788280286
"195",266,35.8,4.9,1,85,1,612.126729024264
"196",110,19.3,7.6,0,68,5,488.317753762628
"197",884,16.3,5.7,1,62,5,576.3578469671
"198",942,24.1,4.9,0,89,5,630.797922797501
"199",1633,28.1,3.4,0,76,1,1025.6265295553
"200",1437,37.3,6.9,0,88,1,933.691815775819
"201",2412,19.3,4.5,0,89,5,755.076284066308
"202",950,24.4,3.8,0,65,5,763.694346975535
"203",258,36.8,8.3,0,90,5,601.771377325834
"204",2221,34.4,4.8,1,73,1,732.698541879654
"205",1449,38.8,4.9,0,67,1,848.684406862594
"206",1477,17.4,7.5,0,93,5,748.395261482801
"207",957,15.3,3.9,0,69,5,696.023605876447
"208",228,27,6.6,0,74,5,774.747370241676
"209",274,39.1,6.8,1,64,1,709.892007219605
"210",1680,38.3,5.2,0,68,1,820.53810171783
"211",1542,24.3,5.2,0,83,5,598.158219790397
"212",276,28.4,7.1,0,77,5,593.642217312784
"213",1317,21.7,6.9,0,73,5,789.178477739915
"214",2137,31.4,8.5,0,92,1,721.327843039762
"215",597,32.1,4.8,0,81,1,964.316461169316
"216",561,20.3,4.6,0,77,5,854.184829622197
"217",917,26.1,3.3,0,66,5,771.133285675508
"218",2455,36.5,3.9,0,62,5,715.090150277441
"219",112,18.4,6.8,0,68,1,722.369574549763
"220",2088,18.3,5.7,0,65,1,740.383314372351
"221",1002,18.2,8.2,0,61,5,714.863233978394
"222",1475,39.8,7.9,1,72,5,594.566103424101
"223",2234,28.5,6.6,0,87,5,814.077073226993
"224",2288,24,4.7,0,86,1,851.295702256417
"225",142,35.6,7.6,0,63,1,834.760193006756
"226",1653,26,5.9,0,84,5,596.101522725075
"227",1446,22.4,5.6,0,93,5,750.170948139081
"228",564,28.9,4.5,0,72,5,546.144263322155
"229",579,24,8,1,71,1,571.884122421034
"230",254,17.1,5.4,0,93,1,701.768119997966
"231",1910,21.2,8.5,0,80,5,762.647392468837
"232",1851,28,9,0,78,5,770.608574982422
"233",1494,38.7,5.3,0,63,5,858.984193679256
"234",2444,15.4,3.2,0,75,1,849.547755093469
"235",813,21.8,7.4,0,89,1,939.070649049245
"236",748,24.5,4,0,72,5,782.136136378782
"237",1488,36.9,5.7,0,71,5,670.406684349291
"238",347,18.8,4.3,0,77,5,637.026448047254
"239",1452,32.6,6.8,0,85,1,760.96209861959
"240",26,31.9,9,0,66,1,827.396099700127
"241",1637,15.9,6,0,66,5,647.983751581827
"242",2059,19.4,7.6,0,80,5,681.820554794588
"243",265,27.6,5.4,0,76,5,683.62734245602
"244",2279,21.2,5.5,0,85,1,775.976448184034
"245",2494,34.8,7.2,0,68,1,919.970229268074
"246",750,34.3,7.4,0,61,5,810.423710049751
"247",1427,25.5,4.8,0,86,5,866.510868522649
"248",1531,24.6,7.9,0,85,5,754.723691521212
"249",745,39.8,8.6,0,74,1,721.442522131838
"250",954,15.4,8.6,0,86,1,710.647382043923
"251",727,35.3,6,1,63,5,595.491124708982
"252",1984,26.5,5.9,1,86,5,639.827947081843
"253",2036,18.8,5.2,0,79,5,574.608481260172
"254",1935,24,9,0,86,1,733.981079115377
"255",940,19.6,8.3,1,68,1,590.107457661846
"256",1725,23.7,5.7,0,92,5,732.724687061273
"257",2063,26.3,4.6,0,72,5,645.433742715977
"258",1803,20.1,8.6,0,86,5,689.520309935324
"259",1871,18.7,8.5,0,61,1,665.837842253192
"260",609,37.3,8,0,87,1,806.660409927523
"261",1801,16.8,5.6,0,87,5,766.848149395082
"262",257,29.9,7.5,0,66,5,651.322177910091
"263",2339,18.9,5.9,0,72,5,693.386523196629
"264",1168,20.1,3.2,0,89,1,756.913464834603
"265",984,33.4,4.8,0,89,1,787.876901973505
"266",2499,27.2,8,0,74,5,819.694036594592
"267",2080,21,6.2,0,74,5,728.514362910452
"268",1047,15.1,8.2,0,91,5,691.551065293606
"269",1259,38.8,5.4,0,67,1,703.916584968101
"270",140,33.9,5,1,60,1,667.664320052912
"271",597,21.4,3.5,0,73,5,699.276511720382
"272",1130,17,4.4,0,67,5,748.288606763041
"273",1483,18.9,6.8,0,84,5,587.158000581743
"274",214,18.5,6.7,0,89,1,624.302307644393
"275",2057,35.9,7.3,0,85,1,749.57328310702
"276",212,22.8,9,1,61,5,416.393499829185
"277",2300,22.6,7.7,0,61,5,700.169072447655
"278",1681,21.4,6.7,0,85,5,787.278571887873
"279",851,24.2,8.5,0,74,1,792.605391253407
"280",1878,35.3,5.7,1,91,1,753.01504683836
"281",1573,28.5,6,0,69,5,748.317283353147
"282",368,16.4,6.6,0,85,5,664.463371570067
"283",1307,37,8.3,1,94,5,647.866890280663
"284",1264,39,6.7,0,92,1,916.026005044114
"285",2015,26.7,7,0,72,1,900.242286528616
"286",1537,34.9,7.1,1,78,5,564.456992677879
"287",219,33.1,8.7,0,61,5,549.702772536936
"288",130,39.4,8.1,0,63,5,614.294308862494
"289",1609,35.5,8,1,68,1,760.521665945028
"290",673,24.2,7.9,1,79,1,671.696767470955
"291",1414,23.7,7,0,84,5,595.263860879155
"292",62,23.5,7.1,0,85,5,677.202576907196
"293",460,27.2,8.4,0,66,5,800.487880548462
"294",1325,23.5,4.4,0,80,1,830.855958575072
"295",1989,24.4,5.9,0,93,1,877.563529461622
"296",723,17.4,6.4,0,77,5,756.784991233144
"297",60,31,5.2,1,86,5,540.195558340444
"298",592,37,3.7,1,71,5,624.018067781193
"299",2414,32.1,6,1,78,1,779.492164853339
"300",571,18.6,3.1,0,82,1,732.508214885214
"301",1885,18.3,6.6,1,84,5,582.323418588688
"302",2212,16.1,3.3,1,63,5,598.845977638848
"303",73,38.4,5.8,1,72,5,519.205566127008
"304",684,37.7,7.9,0,90,1,755.2443107008
"305",1919,20.6,5.2,0,86,1,754.618006269448
"306",1176,23.9,8.3,1,73,5,507.306847193589
"307",915,16.7,6.5,0,91,5,590.180576518954
"308",1470,34.5,3.3,1,84,5,620.385266390319
"309",2387,16.1,8.7,1,86,1,635.05548783578
"310",1470,33.1,6,0,66,1,658.585387677886
"311",793,35,5.1,0,94,5,756.400129874237
"312",561,21,6.8,0,79,5,729.55646556026
"313",347,32.9,7.3,0,77,5,747.824662923813
"314",1166,31.6,7.8,0,70,1,955.950608748632
"315",2389,18.9,8,0,73,1,773.780169256497
"316",863,33.4,6.6,1,78,5,625.131345722669
"317",286,16.1,5.8,0,83,5,452.830315008759
"318",1385,19.2,8.7,0,62,5,668.567245418672
"319",235,39,6.4,1,93,1,585.675798698018
"320",879,18,9,0,81,1,785.386951768305
"321",929,26.4,5.9,0,83,5,727.251542111238
"322",1941,32.3,4.4,0,80,5,820.23024863253
"323",2413,38.5,6.7,0,89,5,752.083810473171
"324",1868,16.2,5.2,1,94,1,664.056768799977
"325",1083,15.7,3.9,1,81,1,598.073420929722
"326",2164,27.8,7.5,0,84,5,630.067293982332
"327",217,35.2,4.1,0,94,5,714.303253866577
"328",1430,38,7.2,0,72,5,777.59911067163
"329",197,24.9,6.2,0,68,1,769.37280301936
"330",1687,29.6,8.1,1,85,1,755.160719354171
"331",398,24.7,8.4,0,65,5,778.348804567941
"332",1766,22.4,8.9,0,64,5,627.936914361392
"333",90,18.1,3.8,0,65,5,638.913354219403
"334",93,18.5,8.6,0,93,1,725.89654828965
"335",1473,38.8,3.8,1,61,1,833.68127597884
"336",1962,29,8.6,0,90,5,709.792147118909
"337",1345,37.7,3.8,0,85,5,714.981317706406
"338",687,16.7,3.2,0,72,5,700.727231292209
"339",1257,17.1,8.6,0,76,1,768.361371476203
"340",1046,21,5.7,0,92,1,799.254750506952
"341",398,23.6,4.2,0,65,5,726.47923293213
"342",386,24.8,6,0,74,5,731.156708385485
"343",1222,28.6,7.3,0,93,5,657.903695044418
"344",2365,34.8,4.9,0,88,1,823.424886818975
"345",2280,30.5,3.4,0,73,1,827.096065366641
"346",1247,24.5,3.4,0,65,5,895.804218808189
"347",769,37.4,4.6,0,75,5,791.140235471539
"348",2227,25.9,8.2,0,86,5,628.38538120656
"349",891,19.9,5.7,1,92,1,635.480653440269
"350",2358,26.5,5.8,0,88,1,828.030861821026
"351",1401,15.5,4.6,0,78,5,675.549880310427
"352",1574,35,6.6,0,86,5,689.857092460928
"353",1031,25.1,4.9,0,80,5,641.262021187382
"354",760,25,5.4,0,84,1,691.930105475088
"355",1172,33.9,7.9,1,87,1,768.578628536003
"356",202,26.4,7.8,0,92,5,636.119734391104
"357",593,26.3,3.5,0,71,5,672.189739284416
"358",2197,25,8.4,0,77,5,774.24912750721
"359",1926,33.7,3.3,0,75,1,858.437591795033
"360",1082,20.3,7.2,0,79,1,808.588810338794
"361",1935,29.4,4.6,0,70,5,693.111529635886
"362",2204,19.4,4.5,0,74,5,593.422123227113
"363",384,31.6,7.3,0,79,5,725.283689051867
"364",794,29.6,7.6,0,92,1,894.031676859595
"365",2169,23.1,3.7,0,92,1,915.04132176827
"366",1903,28.1,3.1,1,65,5,699.610222262951
"367",1802,35.8,8.5,0,86,5,831.883197293306
"368",1527,30.7,6.3,0,80,5,750.413059505324
"369",1213,30.5,5.2,1,60,1,700.493498596673
"370",447,39.3,6.8,0,81,1,834.475882316474
"371",2084,33.5,8.9,0,72,5,839.575417037122
"372",656,20.4,3.9,0,60,5,738.211421202868
"373",1140,15.5,4.4,0,79,5,653.061296554127
"374",1622,18.1,8.9,0,83,1,912.218259492268
"375",730,29.9,4,1,88,1,738.918707484845
"376",2165,29.8,9,0,73,5,757.800190662965
"377",763,36.3,5.2,0,94,5,797.750919389849
"378",1213,16.4,8,0,87,5,540.253823626942
"379",2367,19.9,7.3,0,65,1,770.394158312896
"380",1916,33.8,6.7,0,86,1,759.385581353369
"381",2056,23.6,5,0,82,5,702.164398141516
"382",673,31,6,1,92,5,532.441104090928
"383",1035,27.5,8.7,1,62,5,541.113620814091
"384",2486,18.2,3.5,0,87,1,848.768837602499
"385",33,17.6,3,1,84,1,667.149560832574
"386",1115,29.5,7.1,0,76,5,826.107281500784
"387",2039,16.1,7.5,0,81,5,592.497304008187
"388",322,32.5,4.4,0,75,5,727.724721251676
"389",1396,23,6.2,0,87,1,857.824926229659
"390",1004,25.3,5.6,0,82,1,873.744899515683
"391",537,33.2,6.1,1,62,5,673.441645126635
"392",2061,33.4,8.3,0,92,5,709.433243563399
"393",779,18.4,5.2,0,81,5,621.284051972907
"394",1576,27.8,6.2,1,69,1,836.512998514809
"395",1038,30.7,7.2,0,81,1,692.947632737923
"396",1144,28.6,6.2,1,90,5,637.255475809798
"397",821,31.4,7.4,1,77,5,522.094297137422
"398",1669,26.5,3.8,0,70,5,687.017083144747
"399",1247,17.2,6.7,0,78,1,576.770286199947
"400",800,34.7,4.9,0,60,1,810.276274293816
"401",1267,18,3.9,0,74,5,634.884307234703
"402",2204,15.8,3.5,0,69,5,582.562685202962
"403",1371,35.9,5.4,0,93,5,807.189781630101
"404",776,24.2,5.5,0,77,1,1011.74759681647
"405",2453,23.1,7.5,1,83,1,777.025359170511
"406",2361,15.7,6.6,0,82,5,749.158817929371
"407",341,33.6,7.6,0,68,5,651.357723182688
"408",306,38.8,5.2,0,87,5,656.893375360717
"409",1205,25.5,4,1,83,1,727.311547399343
"410",388,38.5,6.8,0,77,1,843.362076980217
"411",555,25.8,6.8,1,64,5,639.02883164119
"412",1748,24.3,7.4,0,66,5,758.183737883034
"413",773,19.2,4.1,0,71,5,780.652314335263
"414",535,27.5,5.9,1,75,1,789.346405262283
"415",1643,23.7,7.5,0,91,1,927.92465458236
"416",2352,38.7,8.2,1,76,5,733.270161901601
"417",1711,29.8,8.7,1,92,5,624.708912160713
"418",1706,38.4,4.7,0,71,5,625.145849523445
"419",1783,28.8,8.3,0,67,1,853.755843554003
"420",669,26.8,7.6,0,78,1,753.133120085113
"421",2427,15.7,6.4,0,74,5,682.186831980168
"422",2438,34.3,8.2,1,76,5,689.762558636721
"423",1539,22.9,5,0,76,5,858.986015827395
"424",1862,24.1,8,1,76,1,703.857252626525
"425",278,28.8,6.6,0,85,1,881.779721705243
"426",695,18.1,8,0,81,5,600.149113098936
"427",583,20.9,4.8,1,66,5,612.005633189498
"428",1366,24.4,8.7,1,61,5,502.410134087161
"429",2062,38.2,5.1,0,74,1,771.027811841729
"430",2161,15.6,8.6,1,77,1,619.732441900608
"431",1754,23.5,4.4,1,80,5,565.986542380415
"432",1743,23,6.5,0,68,5,696.568467561156
"433",1637,31.1,7.5,0,78,5,694.780391850509
"434",1116,38.8,6.6,0,68,1,829.078448090392
"435",200,26,7,0,72,1,610.555581915347
"436",1190,22.6,8.5,1,69,5,675.207012721027
"437",1012,31.7,6,1,68,5,499.001374891183
"438",303,30.8,4.5,1,78,5,593.02214429481
"439",1624,18.4,4.4,0,86,1,745.594059753542
"440",1831,22.7,3.4,0,81,1,876.458918722346
"441",188,19.3,3.2,0,83,5,618.702991896619
"442",2158,16.1,6.9,1,77,5,498.342336663821
"443",1824,17.1,4.8,1,72,5,401.312455096437
"444",1966,30.4,5.9,0,86,1,875.339069108789
"445",867,28,3.9,0,67,1,876.593530356574
"446",815,31.6,8.1,0,92,5,769.806736358441
"447",2066,36.9,8.9,1,77,5,693.117730152638
"448",1080,29.9,5.9,0,66,5,852.579044030669
"449",2167,39.7,5.3,0,63,1,828.534158478336
"450",170,20.4,8.2,0,89,1,718.694693544724
"451",902,34.7,8.3,0,77,5,597.143568424508
"452",255,25.2,8.6,1,60,5,424.281468727471
"453",790,32.8,8.8,0,68,5,646.003200858831
"454",1684,28.7,5.5,0,65,1,853.522337616111
"455",388,23.4,7.8,1,73,1,728.130825383899
"456",778,22.5,5.5,0,61,5,599.5407923668
"457",1367,29,4.8,0,87,5,841.444264003076
"458",438,34,8.5,1,92,5,610.347271124677
"459",290,39.3,6.8,0,81,1,724.37310279735
"460",1370,25.3,4.5,0,90,1,825.513065435613
"461",2001,18.5,8,0,83,5,705.96648924596
"462",1350,29,6.3,0,76,5,750.66723220516
"463",2227,29.9,5,0,60,5,597.615707091366
"464",128,36.6,7,0,81,1,731.344034918584
"465",429,23.5,6,0,94,1,844.616144072885
"466",2385,38.1,5.5,0,79,5,582.502222061157
"467",1247,16.9,8.7,0,77,5,736.354087467771
"468",2004,39.7,4.4,0,86,5,693.201159344365
"469",974,17.3,5.9,0,85,1,720.088323880918
"470",1318,25,3.9,0,77,1,799.064533854835
"471",1132,25.7,6.3,1,93,5,636.132402007934
"472",119,39.1,4.1,0,83,5,648.058185264623
"473",2490,26.2,7.1,0,60,5,643.125489470549
"474",1863,18.3,4,0,66,1,743.311622455561
"475",788,25.3,3.5,0,66,1,873.415116422499
"476",2262,29.6,3.7,1,85,5,594.606661059273
"477",1140,25.1,4.6,0,90,5,739.018972419823
"478",209,20.8,5.2,1,91,5,503.612120674613
"479",1294,25.5,6.3,0,65,1,854.23372942023
"480",1191,16.7,3.8,0,60,1,732.46516744451
"481",499,15.4,7.6,0,81,5,626.591120051065
"482",1863,27.5,6.3,0,91,5,792.536141738916
"483",419,32.4,5.7,0,80,5,700.895365187898
"484",2058,30.3,6.7,0,61,1,821.272327595701
"485",2336,31.5,4.7,1,81,1,755.156494327821
"486",607,35.9,3.4,0,76,5,789.075008135599
"487",2071,33.6,8.9,0,75,5,730.355665312769
"488",2392,28.8,5.5,0,86,5,736.767344782129
"489",1800,21.8,5.5,1,72,1,783.234112162609
"490",2273,34.9,8.9,0,93,1,919.876633479726
"491",2455,21,4.6,0,78,5,851.353330460067
"492",2123,17.4,3.4,0,61,5,704.197185086863
"493",503,38.8,8.9,0,81,5,707.382921509755
"494",328,39.7,4.7,0,90,1,779.563666670583
"495",1465,27.5,5.9,0,69,1,831.76680887118
"496",1282,31.8,9,0,75,5,695.98453209425
"497",1720,23.1,8.1,0,77,5,830.645460255134
"498",454,35.2,3.1,0,71,5,689.065637183376
"499",10,28.5,3.9,0,70,1,770.670064775428
"500",2475,19.7,4,1,61,1,728.918200156962
"501",918,30.9,6.7,0,76,5,586.635357358803
"502",2112,23.3,4.5,0,92,5,791.228571852359
"503",1756,24.1,4,0,68,5,748.635933633583
"504",605,38.5,3.5,0,87,1,897.748209524434
"505",1633,21.5,7.6,0,68,1,836.294592990695
"506",2456,29.2,6.1,0,82,5,667.235553831173
"507",630,17.5,3.7,1,87,5,570.139334727234
"508",684,28.6,3.1,0,67,5,941.098159435205
"509",804,19,7.5,0,78,1,926.656053075567
"510",567,20.8,5.6,0,92,1,781.336705871703
"511",369,36.1,7.1,0,75,5,659.142548947906
"512",1543,21.4,9,1,78,5,664.533622260205
"513",487,24.6,5.3,0,76,5,667.812744054633
"514",1328,27.1,8.8,0,71,1,991.100587055553
"515",1714,31.2,3.9,0,71,1,871.294419463569
"516",1032,25.3,5.7,0,73,5,618.220723986936
"517",1966,29,7.2,1,79,5,736.846385081299
"518",193,19.5,7.2,0,85,5,589.807163299217
"519",85,25.6,7.4,0,70,1,888.76527674729
"520",985,32.2,4.1,0,90,1,889.075081477252
"521",758,29.8,8.7,0,77,5,724.44734784464
"522",2122,28,4.7,0,84,5,690.636950281138
"523",823,18.4,5.1,0,85,5,733.801795926411
"524",747,37.6,6.5,0,71,1,708.682935502535
"525",1427,28.4,8.9,0,80,1,903.034387222336
"526",1523,26.8,7.2,0,81,5,711.822796861331
"527",422,29.4,7.2,1,88,5,605.103480932303
"528",330,38.4,3.3,0,65,5,812.923504939924
"529",2226,16,7.8,1,62,1,585.288749805962
"530",2481,23.2,5.7,0,70,1,957.80865328076
"531",554,16.6,7.3,0,91,5,632.696381929175
